MatrixName,nrows,ncols,nnz,rowMean,rowStd,rowMin,rowMax,rowPRatio,rowTop1,rowTop2,rowTop3,rowTop4,rowTop5,rowTop10,rowTop50,rowTop100,rowTop200,rowTop300,rowHot10,rowHot20,rowHot30,rowHot40,rowHot50,rowHot60,rowHot70,rowHot80,rowHot90,colMean,colStd,colMin,colMax,colPRatio,colTop1,colTop2,colTop3,colTop4,colTop5,colTop10,colTop50,colTop100,colTop200,colTop300,colHot10,colHot20,colHot30,colHot40,colHot50,colHot60,colHot70,colHot80,colHot90,Best col_frac,Best hot_frac
s3dkq4m2,90449,90449,4820891,53.2996,3.6303,13,54,4.15385,1.01314,1.01314,1.01314,1.01314,1.01314,1.01314,1.01314,1.01314,1.01314,1.01314,0.0987076,0.197415,0.296112,0.394819,0.493516,0.592223,0.690931,0.789627,0.888335,53.2996,3.6303,13,54,4.15385,1.01314,1.01314,1.01314,1.01314,1.01314,1.01314,1.01314,1.01314,1.01314,1.01314,0.0987076,0.197415,0.296112,0.394819,0.493516,0.592223,0.690931,0.789627,0.888335,0,0
s3dkt3m2,90449,90449,3753461,41.4981,2.6822,7,42,6,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,0.0988071,0.197614,0.296421,0.395228,0.494035,0.592831,0.691638,0.790445,0.889253,41.4981,2.6822,7,42,6,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,0.0988071,0.197614,0.296421,0.395228,0.494035,0.592831,0.691638,0.790445,0.889253,0,0
s3rmq4m1,5489,5489,281111,51.2135,6.95526,13,54,4.15385,1.05441,1.05441,1.05441,1.05441,1.05441,1.05441,1.05441,1.05441,1.05441,1.05441,0.0949171,0.189834,0.284569,0.379486,0.474221,0.569138,0.664055,0.75879,0.859173,51.2135,6.95526,13,54,4.15385,1.05441,1.05441,1.05441,1.05441,1.05441,1.05441,1.05441,1.05441,1.05441,1.05441,0.0949171,0.189834,0.284569,0.379486,0.474221,0.569138,0.664055,0.75879,0.859173,0,0
s3rmt3m1,5489,5489,219521,39.9929,5.18488,7,42,6,1.05019,1.05019,1.05019,1.05019,1.05019,1.05019,1.05019,1.05019,1.05019,1.05019,0.0952815,0.190563,0.285844,0.380944,0.476225,0.571507,0.666606,0.761887,0.86227,39.9929,5.18488,7,42,6,1.05019,1.05019,1.05019,1.05019,1.05019,1.05019,1.05019,1.05019,1.05019,1.05019,0.0952815,0.190563,0.285844,0.380944,0.476225,0.571507,0.666606,0.761887,0.86227,0,0
s3rmt3m3,5357,5357,207695,38.7708,7.05805,7,48,6.85714,1.23805,1.23805,1.23805,1.23805,1.23805,1.23805,1.23805,1.23805,1.23805,1.23805,0.0834422,0.175845,0.26806,0.360463,0.452679,0.545081,0.637484,0.729699,0.841702,38.7708,7.05805,7,48,6.85714,1.23805,1.23805,1.23805,1.23805,1.23805,1.23805,1.23805,1.23805,1.23805,1.23805,0.0834422,0.175845,0.26806,0.360463,0.452679,0.545081,0.637484,0.729699,0.841702,0,0
S40PI_n,2182,2182,5341,2.44775,0.587661,1,12,12,4.90245,3.2683,3.2683,2.04269,2.04269,1.63415,1.22561,1.22561,1.22561,1.22561,0.0765353,0.158112,0.239688,0.321265,0.402841,0.507791,0.630156,0.752521,0.874885,2.44775,0.587661,1,12,12,4.90245,3.2683,3.2683,2.04269,2.04269,1.63415,1.22561,1.22561,1.22561,1.22561,0.0765353,0.158112,0.239688,0.321265,0.402841,0.507791,0.630156,0.752521,0.874885,0,0
S40PI_n1,2028,2028,5007,2.46893,0.545306,0,8,0,3.24026,2.83523,2.02516,2.02516,1.62013,1.62013,1.2151,1.2151,1.2151,1.2151,0.0793886,0.161736,0.244083,0.325937,0.408284,0.503945,0.627219,0.750986,0.87426,2.46893,0.545306,0,8,0,3.24026,2.83523,2.02516,2.02516,1.62013,1.62013,1.2151,1.2151,1.2151,1.2151,0.0793886,0.161736,0.244083,0.325937,0.408284,0.503945,0.627219,0.750986,0.87426,0,0
s4dkt3m2,90449,90449,3753461,41.4981,2.6822,7,42,6,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,0.0988071,0.197614,0.296421,0.395228,0.494035,0.592831,0.691638,0.790445,0.889253,41.4981,2.6822,7,42,6,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,1.01209,0.0988071,0.197614,0.296421,0.395228,0.494035,0.592831,0.691638,0.790445,0.889253,0,0
S80PI_n,4182,4182,10261,2.45361,0.546827,1,12,12,4.89075,3.2605,3.2605,2.03781,2.03781,1.63025,1.22269,1.22269,1.22269,1.22269,0.0791487,0.160928,0.242707,0.324486,0.406265,0.507891,0.63056,0.753228,0.875897,2.45361,0.546827,1,12,12,4.89075,3.2605,3.2605,2.03781,2.03781,1.63025,1.22269,1.22269,1.22269,1.22269,0.0791487,0.160928,0.242707,0.324486,0.406265,0.507891,0.63056,0.753228,0.875897,0,0
S80PI_n1,4028,4028,9927,2.4645,0.52256,0,8,0,3.2461,2.84033,2.02881,2.02881,1.62305,1.62305,1.21729,1.21729,1.21729,1.21729,0.0806852,0.16286,0.245035,0.326961,0.409136,0.505958,0.629096,0.752483,0.875621,2.4645,0.52256,0,8,0,3.2461,2.84033,2.02881,2.02881,1.62305,1.62305,1.21729,1.21729,1.21729,1.21729,0.0806852,0.16286,0.245035,0.326961,0.409136,0.505958,0.629096,0.752483,0.875621,0,0
saylr1,238,238,1128,4.7395,0.475663,3,5,1.66667,1.05496,1.05496,1.05496,1.05496,1.05496,1.05496,1.05496,1.05496,0.843972,0,0.0966387,0.193277,0.285714,0.382353,0.47479,0.571429,0.663866,0.760504,0.878151,4.7395,0.475663,3,5,1.66667,1.05496,1.05496,1.05496,1.05496,1.05496,1.05496,1.05496,1.05496,0.843972,0,0.0966387,0.193277,0.285714,0.382353,0.47479,0.571429,0.663866,0.760504,0.878151,0,0
saylr3,1000,1000,3750,3.75,2.01581,1,7,7,1.86667,1.86667,1.86667,1.86667,1.86667,1.86667,1.6,1.6,1.33333,1.33333,0.057,0.12,0.182,0.256,0.331,0.406,0.481,0.568,0.663,3.75,2.01581,1,7,7,1.86667,1.86667,1.86667,1.86667,1.86667,1.86667,1.6,1.6,1.33333,1.33333,0.057,0.12,0.182,0.256,0.331,0.406,0.481,0.568,0.663,0,0
saylr4,3564,3564,22316,6.2615,0.746161,3,7,2.33333,1.11794,1.11794,1.11794,1.11794,1.11794,1.11794,1.11794,1.11794,1.11794,1.11794,0.0895062,0.179012,0.268519,0.358025,0.450898,0.555275,0.659652,0.763749,0.871773,6.2615,0.746161,3,7,2.33333,1.11794,1.11794,1.11794,1.11794,1.11794,1.11794,1.11794,1.11794,1.11794,1.11794,0.0895062,0.179012,0.268519,0.358025,0.450898,0.555275,0.659652,0.763749,0.871773,0,0
sc2010,181908,181908,893160,4.90995,3.03618,1,69,69,14.0531,13.4421,13.2384,12.2201,11.2017,10.3871,7.73938,6.72104,5.7027,5.29536,0.0300042,0.0784957,0.140544,0.21529,0.300905,0.399103,0.513078,0.635827,0.781692,4.90995,3.03618,1,69,69,14.0531,13.4421,13.2384,12.2201,11.2017,10.3871,7.73938,6.72104,5.7027,5.29536,0.0300042,0.0784957,0.140544,0.21529,0.300905,0.399103,0.513078,0.635827,0.781692,0,0
SciMet,3084,3084,10413,3.37646,6.64946,0,104,0,30.8015,27.2475,18.9548,17.4739,16.8816,13.6237,7.70037,5.6272,3.55402,2.96168,0.00648508,0.0175097,0.0337224,0.0551232,0.0833333,0.119326,0.167639,0.235409,0.3369,3.37646,5.42093,0,121,0,35.8364,27.8398,21.6203,19.8433,18.3624,10.9582,5.03486,3.85019,2.96168,2.36935,0.00810636,0.0285344,0.057393,0.0940337,0.139429,0.194877,0.266537,0.361219,0.499351,0,0
scircuit,170998,170998,958936,5.60788,4.39216,1,353,353,62.9472,61.8772,61.8772,60.8073,48.8598,24.0733,13.5524,10.1643,7.66778,6.77618,0.022433,0.0744219,0.142674,0.224196,0.317659,0.428718,0.549065,0.689265,0.82946,5.60788,4.39219,1,353,353,62.9472,61.8772,61.8772,60.8073,48.8598,24.0733,13.5524,10.1643,7.66778,6.77618,0.022433,0.0744219,0.142674,0.224196,0.317659,0.428718,0.549065,0.689265,0.82946,0,0
sd2010,88360,88360,410722,4.64828,2.42221,1,79,79,16.9955,14.6291,10.3264,9.681,9.25073,7.31453,5.59347,4.94807,4.30267,3.8724,0.0350498,0.0905727,0.160661,0.241127,0.334099,0.438637,0.554844,0.67105,0.803644,4.64828,2.42221,1,79,79,16.9955,14.6291,10.3264,9.681,9.25073,7.31453,5.59347,4.94807,4.30267,3.8724,0.0350498,0.0905727,0.160661,0.241127,0.334099,0.438637,0.554844,0.67105,0.803644,0,0
se,32768,32768,98300,2.99988,0.0156245,1,3,3,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,0.100006,0.200012,0.299988,0.399994,0.5,0.599976,0.699982,0.799988,0.899963,2.99988,0.0156245,1,3,3,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,1.00004,0.100006,0.200012,0.299988,0.399994,0.5,0.599976,0.699982,0.799988,0.899963,0,0
semeion_10NN,1593,1593,22226,13.9523,4.07019,10,35,3.5,2.50855,2.43688,2.43688,2.29353,2.29353,2.07851,1.72015,1.50513,1.36178,1.21844,0.0552417,0.124922,0.204645,0.293158,0.389203,0.494036,0.607659,0.729441,0.86064,13.9523,4.07019,10,35,3.5,2.50855,2.43688,2.43688,2.29353,2.29353,2.07851,1.72015,1.50513,1.36178,1.21844,0.0552417,0.124922,0.204645,0.293158,0.389203,0.494036,0.607659,0.729441,0.86064,0,0
Serena,1391349,1391349,64531701,46.3807,9.24594,15,249,16.6,5.36862,5.36862,5.36862,5.30393,5.30393,4.85116,3.68688,3.04006,2.65197,2.39324,0.0702318,0.152627,0.239889,0.330832,0.426905,0.525933,0.629002,0.739059,0.857231,46.3807,9.24594,15,249,16.6,5.36862,5.36862,5.36862,5.30393,5.30393,4.85116,3.68688,3.04006,2.65197,2.39324,0.0702318,0.152627,0.239889,0.330832,0.426905,0.525933,0.629002,0.739059,0.857231,0,0
shallow_water1,81920,81920,327680,4,0,4,4,1,1,1,1,1,1,1,1,1,1,1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,4,0,4,4,1,1,1,1,1,1,1,1,1,1,1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0,0
shallow_water2,81920,81920,327680,4,0,4,4,1,1,1,1,1,1,1,1,1,1,1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,4,0,4,4,1,1,1,1,1,1,1,1,1,1,1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0,0
shar_te2-b3,200200,200200,800800,4,0,4,4,1,1,1,1,1,1,1,1,1,1,1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,4,0,4,4,1,1,1,1,1,1,1,1,1,1,1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0,0
sherman1,1000,1000,3750,3.75,2.01581,1,7,7,1.86667,1.86667,1.86667,1.86667,1.86667,1.86667,1.6,1.6,1.33333,1.33333,0.057,0.12,0.182,0.256,0.331,0.406,0.481,0.568,0.663,3.75,2.01581,1,7,7,1.86667,1.86667,1.86667,1.86667,1.86667,1.86667,1.6,1.6,1.33333,1.33333,0.057,0.12,0.182,0.256,0.331,0.406,0.481,0.568,0.663,0,0
sherman2,1080,1080,23094,21.3833,12.4448,1,42,42,1.96415,1.96415,1.96415,1.96415,1.96415,1.96415,1.77708,1.68355,1.54326,1.44973,0.0546296,0.113889,0.175926,0.240741,0.309259,0.381481,0.459259,0.54537,0.651852,21.3833,6.15354,1,34,34,1.59002,1.59002,1.59002,1.59002,1.59002,1.54326,1.3562,1.30943,1.30943,1.12237,0.0712963,0.147222,0.225926,0.312037,0.400926,0.491667,0.591667,0.698148,0.817593,0,0
sherman3,5005,5005,20033,4.0026,2.66329,1,7,7,1.74886,1.74886,1.74886,1.74886,1.74886,1.74886,1.74886,1.74886,1.74886,1.74886,0.0573427,0.114486,0.171628,0.228771,0.286713,0.353447,0.42018,0.494306,0.5998,4.0026,2.66329,1,7,7,1.74886,1.74886,1.74886,1.74886,1.74886,1.74886,1.74886,1.74886,1.74886,1.74886,0.0573427,0.114486,0.171628,0.228771,0.286713,0.353447,0.42018,0.494306,0.5998,0,0
sherman4,1104,1104,3786,3.42935,2.52927,1,7,7,2.0412,2.0412,2.0412,2.0412,2.0412,2.0412,2.0412,2.0412,1.7496,1.7496,0.0498188,0.0987319,0.152174,0.209239,0.266304,0.324275,0.382246,0.450181,0.657609,3.42935,2.52927,1,7,7,2.0412,2.0412,2.0412,2.0412,2.0412,2.0412,2.0412,2.0412,1.7496,1.7496,0.0498188,0.0987319,0.152174,0.209239,0.266304,0.324275,0.382246,0.450181,0.657609,0,0
sherman5,3312,3312,20793,6.27808,6.744,1,21,21,3.34497,3.34497,3.34497,3.34497,3.34497,3.34497,3.34497,3.34497,2.86712,2.86712,0.0301932,0.0634058,0.098128,0.133756,0.175423,0.218599,0.267814,0.327295,0.458333,6.27808,5.50129,1,17,17,2.70783,2.54855,2.54855,2.38927,2.38927,2.38927,2.38927,2.38927,2.22998,2.22998,0.0425725,0.0872585,0.134058,0.186292,0.238527,0.291063,0.347826,0.410326,0.478261,0,0
shermanACa,3432,3432,25220,7.34848,43.3306,1,2498,2498,339.934,45.3155,17.8268,13.2,10.0701,8.98144,3.67423,2.04124,1.49691,1.36082,0.000582751,0.0134033,0.0649767,0.141317,0.23514,0.340326,0.462121,0.59528,0.759615,7.34848,43.3294,1,2498,2498,339.934,45.3155,17.8268,13.2,10.0701,8.98144,3.67423,2.04124,1.49691,1.36082,0.000582751,0.0134033,0.0649767,0.142191,0.237179,0.342075,0.464452,0.598193,0.759615,0,0
shermanACb,18510,18510,145149,7.84165,99.9495,1,10405,10405,1326.89,976.962,505.633,131.987,70.3933,28.3104,7.77897,3.57068,2.42296,2.29543,0.00010805,0.00237709,0.0459751,0.1141,0.196542,0.294057,0.414695,0.545381,0.706969,7.84165,99.3773,1,10405,10405,1326.89,959.492,505.251,131.987,70.3933,28.1828,7.77897,3.57068,2.42296,2.29543,0.00010805,0.00248514,0.0466234,0.114965,0.197461,0.2953,0.416153,0.54684,0.708914,0,0
shermanACd,6136,6136,53329,8.69117,67.9166,1,5181,5181,596.122,47.5195,44.1828,40.8461,35.7835,27.2691,7.13368,2.76142,1.72589,1.49577,0.000325945,0.00423729,0.0301499,0.105117,0.205508,0.32073,0.451271,0.596154,0.769231,8.69117,67.9173,1,5181,5181,596.122,47.5195,44.1828,40.8461,35.7835,27.2691,7.13368,2.76142,1.72589,1.49577,0.000325945,0.00423729,0.0301499,0.104791,0.205183,0.320404,0.450945,0.595828,0.768742,0,0
ship_001,34920,34920,4644230,132.996,55.1994,18,438,24.3333,3.29333,3.29333,3.29333,3.29333,3.29333,2.39104,2.2557,2.21059,2.21059,2.12036,0.0483104,0.106386,0.170475,0.248167,0.344559,0.445504,0.567096,0.690235,0.815263,132.996,55.1994,18,438,24.3333,3.29333,3.29333,3.29333,3.29333,3.29333,2.39104,2.2557,2.21059,2.21059,2.12036,0.0483104,0.106386,0.170475,0.248167,0.344559,0.445504,0.567096,0.690235,0.815263,0,0
ship_003,121728,121728,8086034,66.4271,18.694,18,144,8,2.16779,2.16779,2.16779,2.16779,2.16779,2.07747,1.98714,1.89682,1.80649,1.80649,0.0646277,0.138432,0.214495,0.29736,0.389623,0.481878,0.58841,0.711422,0.834434,66.4271,18.694,18,144,8,2.16779,2.16779,2.16779,2.16779,2.16779,2.07747,1.98714,1.89682,1.80649,1.80649,0.0646277,0.138432,0.214495,0.29736,0.389623,0.481878,0.58841,0.711422,0.834434,0.66273735,0.417795111
shipsec1,140874,140874,7813404,55.4638,11.0748,24,102,4.25,1.83904,1.83904,1.83904,1.83904,1.83904,1.83904,1.83904,1.73086,1.62268,1.62268,0.0696722,0.146706,0.237773,0.340489,0.443197,0.545906,0.648615,0.751331,0.854899,55.4638,11.0748,24,102,4.25,1.83904,1.83904,1.83904,1.83904,1.83904,1.83904,1.83904,1.73086,1.62268,1.62268,0.0696722,0.146706,0.237773,0.340489,0.443197,0.545906,0.648615,0.751331,0.854899,0.66273735,0.417795111
shipsec5,179860,179860,10113096,56.2276,12.0811,12,126,10.5,2.24089,2.24089,2.24089,2.24089,2.24089,2.24089,2.24089,2.13418,1.92076,1.92076,0.0642166,0.142311,0.232097,0.336223,0.440348,0.544473,0.648599,0.752724,0.85685,56.2276,12.0811,12,126,10.5,2.24089,2.24089,2.24089,2.24089,2.24089,2.24089,2.24089,2.13418,1.92076,1.92076,0.0642166,0.142311,0.232097,0.336223,0.440348,0.544473,0.648599,0.752724,0.85685,0,0
shipsec8,114919,114919,6653399,57.8964,14.2957,15,132,8.8,2.27993,2.27993,2.27993,2.27993,2.27993,2.27993,1.96903,1.96903,1.96903,1.8654,0.0633055,0.139141,0.219546,0.307991,0.415205,0.52242,0.629635,0.736849,0.848197,57.8964,14.2957,15,132,8.8,2.27993,2.27993,2.27993,2.27993,2.27993,2.27993,1.96903,1.96903,1.96903,1.8654,0.0633055,0.139141,0.219546,0.307991,0.415205,0.52242,0.629635,0.736849,0.848197,0.378084671,0.349647694
shl_0,663,663,1687,2.54449,16.4916,1,422,422,165.848,14.5412,14.5412,11.7902,7.0741,1.96503,1.17902,0.786011,0.786011,0.786011,0.0015083,0.0015083,0.00603318,0.0497738,0.129713,0.257919,0.384615,0.511312,0.746606,2.54449,0.90452,1,4,4,1.57202,1.57202,1.57202,1.57202,1.57202,1.57202,1.57202,1.17902,1.17902,1.17902,0.0648567,0.14178,0.226244,0.310709,0.395173,0.481146,0.565611,0.650075,0.775264,0,0
shl_200,663,663,1726,2.60332,17.1007,1,440,440,169.015,9.98725,8.45075,6.146,5.76188,3.073,1.5365,0.76825,0.76825,0.76825,0.0015083,0.0015083,0.00754148,0.0558069,0.134238,0.25641,0.387632,0.517345,0.740573,2.60332,0.884484,1,4,4,1.5365,1.5365,1.5365,1.5365,1.5365,1.5365,1.5365,1.15238,1.15238,1.15238,0.066365,0.14178,0.229261,0.315234,0.402715,0.488688,0.576169,0.662142,0.782805,0,0
shl_400,663,663,1712,2.5822,16.5475,1,426,426,164.975,9.68166,7.74533,6.58353,5.42173,2.71086,1.1618,1.1618,0.774533,0.774533,0.0015083,0.0015083,0.0105581,0.0633484,0.147813,0.266968,0.396682,0.524887,0.742081,2.5822,0.883287,1,4,4,1.54907,1.54907,1.54907,1.54907,1.54907,1.54907,1.54907,1.1618,1.1618,1.1618,0.0648567,0.14178,0.227753,0.313725,0.399698,0.485671,0.571644,0.657617,0.784314,0,0
shock-9,36476,36476,142580,3.90887,0.309635,2,4,2,1.02331,1.02331,1.02331,1.02331,1.02331,1.02331,1.02331,1.02331,1.02331,1.02331,0.0977355,0.195444,0.293179,0.390887,0.488623,0.586331,0.684066,0.781774,0.87951,3.90887,0.309635,2,4,2,1.02331,1.02331,1.02331,1.02331,1.02331,1.02331,1.02331,1.02331,1.02331,1.02331,0.0977355,0.195444,0.293179,0.390887,0.488623,0.586331,0.684066,0.781774,0.87951,0,0
shuttle_eddy,10429,10429,103599,9.93374,2.27607,4,27,6.75,2.71801,2.71801,2.71801,2.71801,2.41601,2.41601,2.11401,1.81201,1.81201,1.61067,0.0589702,0.135871,0.221114,0.330425,0.44079,0.551155,0.661521,0.771886,0.882347,9.93374,2.27607,4,27,6.75,2.71801,2.71801,2.71801,2.71801,2.41601,2.41601,2.11401,1.81201,1.81201,1.61067,0.0589702,0.135871,0.221114,0.330425,0.44079,0.551155,0.661521,0.771886,0.882347,0,0
shyy161,76480,76480,329762,4.31174,1.25315,1,6,6,1.39155,1.39155,1.39155,1.39155,1.39155,1.39155,1.39155,1.39155,1.39155,1.39155,0.071875,0.143737,0.215599,0.287461,0.374738,0.482531,0.590324,0.71046,0.854184,4.31174,1.25482,1,6,6,1.39155,1.39155,1.39155,1.39155,1.39155,1.39155,1.39155,1.39155,1.39155,1.39155,0.071875,0.143737,0.215599,0.287461,0.374215,0.482021,0.589814,0.71046,0.854184,0,0
shyy41,4720,4720,20042,4.24619,1.26975,1,6,6,1.41303,1.41303,1.41303,1.41303,1.41303,1.41303,1.41303,1.41303,1.41303,1.41303,0.0709746,0.141737,0.2125,0.283263,0.373941,0.480085,0.586229,0.708475,0.85,4.24619,1.27641,1,6,6,1.41303,1.41303,1.41303,1.41303,1.41303,1.41303,1.41303,1.41303,1.41303,1.41303,0.0709746,0.141737,0.2125,0.283263,0.371822,0.478178,0.584322,0.708475,0.85,0,0
Si10H16,17077,17077,875923,51.2926,62.7946,7,393,56.1429,7.66193,7.66193,7.66193,7.66193,7.66193,7.66193,7.62294,7.58395,4.32811,4.30862,0.0172747,0.0407566,0.0644727,0.0885401,0.148738,0.287404,0.43134,0.586344,0.764069,51.2926,62.7946,7,393,56.1429,7.66193,7.66193,7.66193,7.66193,7.66193,7.66193,7.62294,7.58395,4.32811,4.30862,0.0172747,0.0407566,0.0644727,0.0885401,0.148738,0.287404,0.43134,0.586344,0.764069,0,0
Si2,769,769,17801,23.1482,9.03649,12,61,5.08333,2.63519,2.63519,2.59199,2.59199,2.54879,2.50559,1.20959,1.1664,1.08,1.0368,0.0416125,0.111834,0.20026,0.292588,0.387516,0.486346,0.591678,0.706112,0.836151,23.1482,9.03649,12,61,5.08333,2.63519,2.63519,2.59199,2.59199,2.54879,2.50559,1.20959,1.1664,1.08,1.0368,0.0416125,0.111834,0.20026,0.292588,0.387516,0.486346,0.591678,0.706112,0.836151,0,0
Si34H36,97569,97569,5156379,52.8485,68.9347,17,494,29.0588,9.34747,9.34747,9.34747,9.34747,9.34747,9.34747,9.32855,9.30962,9.27178,9.27178,0.0145538,0.0342527,0.0542385,0.0747266,0.196487,0.339329,0.482161,0.627689,0.786705,52.8485,68.9347,17,494,29.0588,9.34747,9.34747,9.34747,9.34747,9.34747,9.34747,9.32855,9.30962,9.27178,9.27178,0.0145538,0.0342527,0.0542385,0.0747266,0.196487,0.339329,0.482161,0.627689,0.786705,0,0
Si41Ge41H72,185639,185639,15011265,80.8627,126.972,13,662,50.9231,8.18672,8.16199,8.14962,8.14962,8.11252,8.11252,8.03832,7.97649,7.95175,7.92702,0.0145928,0.0328218,0.0512554,0.069856,0.0886775,0.119479,0.272243,0.490791,0.712738,80.8627,126.972,13,662,50.9231,8.18672,8.16199,8.14962,8.14962,8.11252,8.11252,8.03832,7.97649,7.95175,7.92702,0.0145928,0.0328218,0.0512554,0.069856,0.0886775,0.119479,0.272243,0.490791,0.712738,0,0
Si5H12,19896,19896,738598,37.1229,31.1598,14,351,25.0714,9.45507,9.45507,9.45507,8.10819,8.10819,8.10819,8.02738,8.00044,7.89269,2.50519,0.0125653,0.099618,0.19994,0.300312,0.400633,0.501608,0.6057,0.715119,0.837455,37.1229,31.1598,14,351,25.0714,9.45507,9.45507,9.45507,8.10819,8.10819,8.10819,8.02738,8.00044,7.89269,2.50519,0.0125653,0.099618,0.19994,0.300312,0.400633,0.501608,0.6057,0.715119,0.837455,0,0
Si87H76,240369,240369,10661631,44.3553,39.6912,17,361,21.2353,8.13883,8.13883,8.13883,8.13883,8.13883,8.13883,8.11629,8.09374,7.98101,4.57668,0.0214545,0.0442611,0.0947169,0.214595,0.334473,0.454356,0.574234,0.695281,0.826346,44.3553,39.6912,17,361,21.2353,8.13883,8.13883,8.13883,8.13883,8.13883,8.13883,8.11629,8.09374,7.98101,4.57668,0.0214545,0.0442611,0.0947169,0.214595,0.334473,0.454356,0.574234,0.695281,0.826346,0,0
Sieber,2290,2290,14873,6.49476,67.4708,4,2289,572.25,352.438,352.284,0.769851,0.769851,0.769851,0.769851,0.769851,0.769851,0.769851,0.769851,0.000436681,0.000873362,0.000873362,0.120961,0.250655,0.380786,0.5131,0.675546,0.837991,6.49476,53.3038,5,2288,457.6,352.284,176.296,0.769851,0.769851,0.769851,0.769851,0.769851,0.769851,0.769851,0.769851,0.000436681,0.000873362,0.0908297,0.220961,0.350655,0.480786,0.61048,0.740611,0.870306,0,0
SiH4,5041,5041,171903,34.101,32.8301,13,205,15.7692,6.01156,6.01156,6.01156,6.01156,6.01156,6.01156,6.01156,5.89426,1.08501,1.08501,0.0168617,0.0337235,0.118231,0.213648,0.314223,0.422138,0.539575,0.668518,0.816306,34.101,32.8301,13,205,15.7692,6.01156,6.01156,6.01156,6.01156,6.01156,6.01156,6.01156,5.89426,1.08501,1.08501,0.0168617,0.0337235,0.118231,0.213648,0.314223,0.422138,0.539575,0.668518,0.816306,0,0
SiNa,5743,5743,198787,34.6138,32.8184,11,250,22.7273,7.22255,7.22255,7.22255,7.22255,7.22255,7.19366,5.83582,5.74915,3.32238,1.06894,0.0158454,0.0351733,0.11945,0.216263,0.317082,0.424865,0.540658,0.668988,0.81595,34.6138,32.8184,11,250,22.7273,7.22255,7.22255,7.22255,7.22255,7.22255,7.19366,5.83582,5.74915,3.32238,1.06894,0.0158454,0.0351733,0.11945,0.216263,0.317082,0.424865,0.540658,0.668988,0.81595,0,0
sinc12,7500,7500,294986,39.3315,22.9511,1,75,75,1.90687,1.90687,1.90687,1.90687,1.90687,1.90687,1.90687,1.90687,1.90687,1.90687,0.0525333,0.104933,0.157333,0.209867,0.262267,0.364133,0.515467,0.6668,0.818,39.3315,14.2963,1,76,76,1.9323,1.9323,1.9323,1.9323,1.9323,1.9323,1.9323,1.34752,1.34752,1.34752,0.0713333,0.146533,0.222133,0.298667,0.379333,0.463067,0.5468,0.644667,0.808533,0,0
sinc15,11532,11532,568526,49.2999,28.6397,1,93,93,1.88642,1.88642,1.88642,1.88642,1.88642,1.88642,1.88642,1.88642,1.88642,1.88642,0.0530697,0.106053,0.159036,0.212105,0.265088,0.358567,0.51266,0.666753,0.82076,49.2999,17.1482,1,94,94,1.9067,1.9067,1.9067,1.9067,1.9067,1.9067,1.9067,1.31846,1.31846,1.31846,0.0734478,0.150191,0.227194,0.305064,0.386663,0.470257,0.55385,0.649237,0.813562,0,0
sinc18,16428,16428,973826,59.2784,34.3186,1,111,111,1.87252,1.87252,1.87252,1.87252,1.87252,1.87252,1.87252,1.87252,1.87252,1.87252,0.0534453,0.10683,0.160214,0.21366,0.267044,0.354699,0.510713,0.666728,0.822681,59.2784,19.9933,1,112,112,1.88939,1.88939,1.88939,1.88939,1.88939,1.88939,1.88939,1.31582,1.29895,1.29895,0.074933,0.152727,0.230704,0.309472,0.391588,0.475103,0.558619,0.65224,0.816898,0,0
SiO,33401,33401,1317655,39.4496,58.0204,7,584,83.4286,14.8037,14.8037,14.8037,14.8037,14.8037,14.7784,12.9786,12.9786,12.9279,12.8519,0.0076345,0.0200593,0.126673,0.233286,0.33993,0.447801,0.560851,0.681806,0.819107,39.4496,58.0204,7,584,83.4286,14.8037,14.8037,14.8037,14.8037,14.8037,14.7784,12.9786,12.9786,12.9279,12.8519,0.0076345,0.0200593,0.126673,0.233286,0.33993,0.447801,0.560851,0.681806,0.819107,0,0
